tag,method,x0,y0,xf,yf,f(xf),iters,grad_norm_fin
principal_axes,Gradiente (Armijo),1.0,0.0,1.0440492263021545e-08,0.0,-3.1148154493098046,10000,1.430564109822047e-07
principal_axes,Gradiente (α=0.1),1.0,0.0,-1.5815164212680844e-11,0.0,-3.1148154493098046,25,2.1670057065925705e-10
principal_axes,"Newton (regularizado, Armijo)",1.0,0.0,3.7372575940517426e-17,0.0,-3.1148154493098046,8,5.120818490662851e-16
principal_axes,Gradiente (Armijo),-1.0,0.0,-1.0440492263021545e-08,0.0,-3.1148154493098046,10000,1.430564109822047e-07
principal_axes,Gradiente (α=0.1),-1.0,0.0,1.5815164212680844e-11,0.0,-3.1148154493098046,25,2.1670057065925705e-10
principal_axes,"Newton (regularizado, Armijo)",-1.0,0.0,-3.7372575940517426e-17,0.0,-3.1148154493098046,8,5.120818490662851e-16
principal_axes,Gradiente (Armijo),0.0,1.0,0.0,1.0440492263021545e-08,-3.1148154493098046,10000,1.430564109822047e-07
principal_axes,Gradiente (α=0.1),0.0,1.0,0.0,-1.5815164212680844e-11,-3.1148154493098046,25,2.1670057065925705e-10
principal_axes,"Newton (regularizado, Armijo)",0.0,1.0,0.0,3.7372575940517426e-17,-3.1148154493098046,8,5.120818490662851e-16
principal_axes,Gradiente (Armijo),0.0,-1.0,0.0,-1.0440492263021545e-08,-3.1148154493098046,10000,1.430564109822047e-07
principal_axes,Gradiente (α=0.1),0.0,-1.0,0.0,1.5815164212680844e-11,-3.1148154493098046,25,2.1670057065925705e-10
principal_axes,"Newton (regularizado, Armijo)",0.0,-1.0,0.0,-3.7372575940517426e-17,-3.1148154493098046,8,5.120818490662851e-16
principal_axes,Gradiente (Armijo),2.0,0.0,-1.0301974756626383e-08,0.0,-3.1148154493098046,10000,1.4115843368152888e-07
principal_axes,Gradiente (α=0.1),2.0,0.0,-1.0575982092919645e-11,0.0,-3.1148154493098046,45,1.4491290283158445e-10
principal_axes,"Newton (regularizado, Armijo)",2.0,0.0,-2.8243254835010577e-20,0.0,-3.1148154493098046,5,3.8699120399358466e-19
principal_axes,Gradiente (Armijo),-2.0,0.0,1.0301974756626383e-08,0.0,-3.1148154493098046,10000,1.4115843368152888e-07
principal_axes,Gradiente (α=0.1),-2.0,0.0,1.0575982092919645e-11,0.0,-3.1148154493098046,45,1.4491290283158445e-10
principal_axes,"Newton (regularizado, Armijo)",-2.0,0.0,2.8243254835010577e-20,0.0,-3.1148154493098046,5,3.8699120399358466e-19
principal_axes,Gradiente (Armijo),0.0,2.0,0.0,-1.0301974756626383e-08,-3.1148154493098046,10000,1.4115843368152888e-07
principal_axes,Gradiente (α=0.1),0.0,2.0,0.0,-1.0575982092919645e-11,-3.1148154493098046,45,1.4491290283158445e-10
principal_axes,"Newton (regularizado, Armijo)",0.0,2.0,0.0,-2.8243254835010577e-20,-3.1148154493098046,5,3.8699120399358466e-19
principal_axes,Gradiente (Armijo),0.0,-2.0,0.0,1.0301974756626383e-08,-3.1148154493098046,10000,1.4115843368152888e-07
principal_axes,Gradiente (α=0.1),0.0,-2.0,0.0,1.0575982092919645e-11,-3.1148154493098046,45,1.4491290283158445e-10
principal_axes,"Newton (regularizado, Armijo)",0.0,-2.0,0.0,2.8243254835010577e-20,-3.1148154493098046,5,3.8699120399358466e-19
principal_axes,Gradiente (Armijo),5.0,0.0,-5.25420636741158e-09,0.0,-3.1148154493098046,10000,7.199353120005246e-08
principal_axes,Gradiente (α=0.1),5.0,0.0,1.2874226879103631e-11,0.0,-3.1148154493098046,478,1.7640362591123498e-10
principal_axes,"Newton (regularizado, Armijo)",5.0,0.0,3.366955965335844e-20,0.0,-3.1148154493098046,8,4.613428411244983e-19
principal_axes,Gradiente (Armijo),-5.0,0.0,5.25420636741158e-09,0.0,-3.1148154493098046,10000,7.199353120005246e-08
principal_axes,Gradiente (α=0.1),-5.0,0.0,-1.2874226879103631e-11,0.0,-3.1148154493098046,478,1.7640362591123498e-10
principal_axes,"Newton (regularizado, Armijo)",-5.0,0.0,-3.366955965335844e-20,0.0,-3.1148154493098046,8,4.613428411244983e-19
principal_axes,Gradiente (Armijo),0.0,5.0,0.0,-5.25420636741158e-09,-3.1148154493098046,10000,7.199353120005246e-08
principal_axes,Gradiente (α=0.1),0.0,5.0,0.0,1.2874226879103631e-11,-3.1148154493098046,478,1.7640362591123498e-10
principal_axes,"Newton (regularizado, Armijo)",0.0,5.0,0.0,3.366955965335844e-20,-3.1148154493098046,8,4.613428411244983e-19
principal_axes,Gradiente (Armijo),0.0,-5.0,0.0,5.25420636741158e-09,-3.1148154493098046,10000,7.199353120005246e-08
principal_axes,Gradiente (α=0.1),0.0,-5.0,0.0,-1.2874226879103631e-11,-3.1148154493098046,478,1.7640362591123498e-10
principal_axes,"Newton (regularizado, Armijo)",0.0,-5.0,0.0,-3.366955965335844e-20,-3.1148154493098046,8,4.613428411244983e-19
principal_axes,Gradiente (Armijo),10.0,0.0,-6.628227576074765e-09,0.0,-3.1148154493098046,10000,9.082047324194998e-08
principal_axes,Gradiente (α=0.1),10.0,0.0,2.266735515575916e-11,0.0,-3.1148154493098046,6526,3.1058980681658186e-10
principal_axes,"Newton (regularizado, Armijo)",10.0,0.0,-2.5283933475540865e-18,0.0,-3.1148154493098046,7,3.464423599387742e-17
principal_axes,Gradiente (Armijo),-10.0,0.0,6.628227576074765e-09,0.0,-3.1148154493098046,10000,9.082047324194998e-08
principal_axes,Gradiente (α=0.1),-10.0,0.0,-2.266735515575916e-11,0.0,-3.1148154493098046,6526,3.1058980681658186e-10
principal_axes,"Newton (regularizado, Armijo)",-10.0,0.0,2.5283933475540865e-18,0.0,-3.1148154493098046,7,3.464423599387742e-17
principal_axes,Gradiente (Armijo),0.0,10.0,0.0,-6.628227576074765e-09,-3.1148154493098046,10000,9.082047324194998e-08
principal_axes,Gradiente (α=0.1),0.0,10.0,0.0,2.266735515575916e-11,-3.1148154493098046,6526,3.1058980681658186e-10
principal_axes,"Newton (regularizado, Armijo)",0.0,10.0,0.0,-2.5283933475540865e-18,-3.1148154493098046,7,3.464423599387742e-17
principal_axes,Gradiente (Armijo),0.0,-10.0,0.0,6.628227576074765e-09,-3.1148154493098046,10000,9.082047324194998e-08
principal_axes,Gradiente (α=0.1),0.0,-10.0,0.0,-2.266735515575916e-11,-3.1148154493098046,6526,3.1058980681658186e-10
principal_axes,"Newton (regularizado, Armijo)",0.0,-10.0,0.0,2.5283933475540865e-18,-3.1148154493098046,7,3.464423599387742e-17
principal_axes,Gradiente (Armijo),20.0,0.0,6.19635302247324,0.0,-0.050779040538456784,10000,0.01598079628644985
principal_axes,Gradiente (α=0.1),20.0,0.0,19.482838706489396,0.0,-0.0052551351259793565,10000,0.0005380479855691118
principal_axes,"Newton (regularizado, Armijo)",20.0,0.0,3.2954875604112623e-21,0.0,-3.1148154493098046,6,4.515501864779877e-20
principal_axes,Gradiente (Armijo),-20.0,0.0,-6.19635302247324,0.0,-0.050779040538456784,10000,0.01598079628644985
principal_axes,Gradiente (α=0.1),-20.0,0.0,-19.482838706489396,0.0,-0.0052551351259793565,10000,0.0005380479855691118
principal_axes,"Newton (regularizado, Armijo)",-20.0,0.0,-3.2954875604112623e-21,0.0,-3.1148154493098046,6,4.515501864779877e-20
principal_axes,Gradiente (Armijo),0.0,20.0,0.0,6.19635302247324,-0.050779040538456784,10000,0.01598079628644985
principal_axes,Gradiente (α=0.1),0.0,20.0,0.0,19.482838706489396,-0.0052551351259793565,10000,0.0005380479855691118
principal_axes,"Newton (regularizado, Armijo)",0.0,20.0,0.0,3.2954875604112623e-21,-3.1148154493098046,6,4.515501864779877e-20
principal_axes,Gradiente (Armijo),0.0,-20.0,0.0,-6.19635302247324,-0.050779040538456784,10000,0.01598079628644985
principal_axes,Gradiente (α=0.1),0.0,-20.0,0.0,-19.482838706489396,-0.0052551351259793565,10000,0.0005380479855691118
principal_axes,"Newton (regularizado, Armijo)",0.0,-20.0,0.0,-3.2954875604112623e-21,-3.1148154493098046,6,4.515501864779877e-20
principal_diagonals,Gradiente (Armijo),1.0,1.0,-5.1509873783131915e-09,-5.1509873783131915e-09,-3.1148154493098046,10000,9.981408567788063e-08
principal_diagonals,Gradiente (α=0.1),1.0,1.0,1.4283856058714887e-11,1.4283856058714887e-11,-3.1148154493098046,44,2.7678771616830673e-10
principal_diagonals,"Newton (regularizado, Armijo)",1.0,1.0,-1.410839252770444e-20,-1.4095157637903592e-20,-3.1148154493098046,5,2.7325944288445435e-19
principal_diagonals,Gradiente (Armijo),1.0,-1.0,-5.1509873783131915e-09,5.1509873783131915e-09,-3.1148154493098046,10000,9.981408567788063e-08
principal_diagonals,Gradiente (α=0.1),1.0,-1.0,1.4283856058714887e-11,-1.4283856058714887e-11,-3.1148154493098046,44,2.7678771616830673e-10
principal_diagonals,"Newton (regularizado, Armijo)",1.0,-1.0,-1.410839252770444e-20,1.4095157637903592e-20,-3.1148154493098046,5,2.7325944288445435e-19
principal_diagonals,Gradiente (Armijo),-1.0,1.0,5.1509873783131915e-09,-5.1509873783131915e-09,-3.1148154493098046,10000,9.981408567788063e-08
principal_diagonals,Gradiente (α=0.1),-1.0,1.0,-1.4283856058714887e-11,1.4283856058714887e-11,-3.1148154493098046,44,2.7678771616830673e-10
principal_diagonals,"Newton (regularizado, Armijo)",-1.0,1.0,1.410839252770444e-20,-1.4095157637903592e-20,-3.1148154493098046,5,2.7325944288445435e-19
principal_diagonals,Gradiente (Armijo),-1.0,-1.0,5.1509873783131915e-09,5.1509873783131915e-09,-3.1148154493098046,10000,9.981408567788063e-08
principal_diagonals,Gradiente (α=0.1),-1.0,-1.0,-1.4283856058714887e-11,-1.4283856058714887e-11,-3.1148154493098046,44,2.7678771616830673e-10
principal_diagonals,"Newton (regularizado, Armijo)",-1.0,-1.0,1.410839252770444e-20,1.4095157637903592e-20,-3.1148154493098046,5,2.7325944288445435e-19
principal_diagonals,Gradiente (Armijo),2.0,2.0,-1.8078420795938742e-09,-1.8078420795938742e-09,-3.1148154493098046,10000,3.503175041437447e-08
principal_diagonals,Gradiente (α=0.1),2.0,2.0,1.3160842081731834e-11,1.3160842081731834e-11,-3.1148154493098046,225,2.5502633236294563e-10
principal_diagonals,"Newton (regularizado, Armijo)",2.0,2.0,1.075334796318936e-22,1.0918784085699965e-22,-3.1148154493098046,6,2.0998372850854716e-21
principal_diagonals,Gradiente (Armijo),2.0,-2.0,-1.8078420795938742e-09,1.8078420795938742e-09,-3.1148154493098046,10000,3.503175041437447e-08
principal_diagonals,Gradiente (α=0.1),2.0,-2.0,1.3160842081731834e-11,-1.3160842081731834e-11,-3.1148154493098046,225,2.5502633236294563e-10
principal_diagonals,"Newton (regularizado, Armijo)",2.0,-2.0,1.075334796318936e-22,-1.0918784085699965e-22,-3.1148154493098046,6,2.0998372850854716e-21
principal_diagonals,Gradiente (Armijo),-2.0,2.0,1.8078420795938742e-09,-1.8078420795938742e-09,-3.1148154493098046,10000,3.503175041437447e-08
principal_diagonals,Gradiente (α=0.1),-2.0,2.0,-1.3160842081731834e-11,1.3160842081731834e-11,-3.1148154493098046,225,2.5502633236294563e-10
principal_diagonals,"Newton (regularizado, Armijo)",-2.0,2.0,-1.075334796318936e-22,1.0918784085699965e-22,-3.1148154493098046,6,2.0998372850854716e-21
principal_diagonals,Gradiente (Armijo),-2.0,-2.0,1.8078420795938742e-09,1.8078420795938742e-09,-3.1148154493098046,10000,3.503175041437447e-08
principal_diagonals,Gradiente (α=0.1),-2.0,-2.0,-1.3160842081731834e-11,-1.3160842081731834e-11,-3.1148154493098046,225,2.5502633236294563e-10
principal_diagonals,"Newton (regularizado, Armijo)",-2.0,-2.0,-1.075334796318936e-22,-1.0918784085699965e-22,-3.1148154493098046,6,2.0998372850854716e-21
principal_diagonals,Gradiente (Armijo),5.0,5.0,-3.3141137880373824e-09,-3.3141137880373824e-09,-3.1148154493098046,10000,6.421977249995422e-08
principal_diagonals,Gradiente (α=0.1),5.0,5.0,1.133367757787958e-11,1.133367757787958e-11,-3.1148154493098046,6526,2.1962015856742482e-10
principal_diagonals,"Newton (regularizado, Armijo)",5.0,5.0,-1.26430255289545e-18,-1.26430255289545e-18,-3.1148154493098046,7,2.4499225889929313e-17
principal_diagonals,Gradiente (Armijo),5.0,-5.0,-3.3141137880373824e-09,3.3141137880373824e-09,-3.1148154493098046,10000,6.421977249995422e-08
principal_diagonals,Gradiente (α=0.1),5.0,-5.0,1.133367757787958e-11,-1.133367757787958e-11,-3.1148154493098046,6526,2.1962015856742482e-10
principal_diagonals,"Newton (regularizado, Armijo)",5.0,-5.0,-1.26430255289545e-18,1.26430255289545e-18,-3.1148154493098046,7,2.4499225889929313e-17
principal_diagonals,Gradiente (Armijo),-5.0,5.0,3.3141137880373824e-09,-3.3141137880373824e-09,-3.1148154493098046,10000,6.421977249995422e-08
principal_diagonals,Gradiente (α=0.1),-5.0,5.0,-1.133367757787958e-11,1.133367757787958e-11,-3.1148154493098046,6526,2.1962015856742482e-10
principal_diagonals,"Newton (regularizado, Armijo)",-5.0,5.0,1.26430255289545e-18,-1.26430255289545e-18,-3.1148154493098046,7,2.4499225889929313e-17
principal_diagonals,Gradiente (Armijo),-5.0,-5.0,3.3141137880373824e-09,3.3141137880373824e-09,-3.1148154493098046,10000,6.421977249995422e-08
principal_diagonals,Gradiente (α=0.1),-5.0,-5.0,-1.133367757787958e-11,-1.133367757787958e-11,-3.1148154493098046,6526,2.1962015856742482e-10
principal_diagonals,"Newton (regularizado, Armijo)",-5.0,-5.0,1.26430255289545e-18,1.26430255289545e-18,-3.1148154493098046,7,2.4499225889929313e-17
principal_diagonals,Gradiente (Armijo),10.0,10.0,3.09817651123662,3.09817651123662,-1.5827972449241308,10000,0.011300129422909484
principal_diagonals,Gradiente (α=0.1),10.0,10.0,9.741419353244698,9.741419353244698,-1.560035292217892,10000,0.0003804573791996806
principal_diagonals,"Newton (regularizado, Armijo)",10.0,10.0,1.6477437802056311e-21,1.6477437802056311e-21,-3.1148154493098046,6,3.192941989046352e-20
principal_diagonals,Gradiente (Armijo),10.0,-10.0,3.09817651123662,-3.09817651123662,-1.5827972449241308,10000,0.011300129422909484
principal_diagonals,Gradiente (α=0.1),10.0,-10.0,9.741419353244698,-9.741419353244698,-1.560035292217892,10000,0.0003804573791996806
principal_diagonals,"Newton (regularizado, Armijo)",10.0,-10.0,1.6477437802056311e-21,-1.6477437802056311e-21,-3.1148154493098046,6,3.192941989046352e-20
principal_diagonals,Gradiente (Armijo),-10.0,10.0,-3.09817651123662,3.09817651123662,-1.5827972449241308,10000,0.011300129422909484
principal_diagonals,Gradiente (α=0.1),-10.0,10.0,-9.741419353244698,9.741419353244698,-1.560035292217892,10000,0.0003804573791996806
principal_diagonals,"Newton (regularizado, Armijo)",-10.0,10.0,-1.6477437802056311e-21,1.6477437802056311e-21,-3.1148154493098046,6,3.192941989046352e-20
principal_diagonals,Gradiente (Armijo),-10.0,-10.0,-3.09817651123662,-3.09817651123662,-1.5827972449241308,10000,0.011300129422909484
principal_diagonals,Gradiente (α=0.1),-10.0,-10.0,-9.741419353244698,-9.741419353244698,-1.560035292217892,10000,0.0003804573791996806
principal_diagonals,"Newton (regularizado, Armijo)",-10.0,-10.0,-1.6477437802056311e-21,-1.6477437802056311e-21,-3.1148154493098046,6,3.192941989046352e-20
principal_diagonals,Gradiente (Armijo),20.0,20.0,19.680313565792343,19.680313565792343,-1.558052778261568,10000,4.6323213445255086e-05
principal_diagonals,Gradiente (α=0.1),20.0,20.0,19.968715755772593,19.968715755772593,-1.558034291767043,10000,4.4346604431800555e-05
principal_diagonals,"Newton (regularizado, Armijo)",20.0,20.0,-4.745237389196201e-19,-4.745502086992218e-19,-3.1148154493098046,9,9.195416470825921e-18
principal_diagonals,Gradiente (Armijo),20.0,-20.0,19.680313565792343,-19.680313565792343,-1.558052778261568,10000,4.6323213445255086e-05
principal_diagonals,Gradiente (α=0.1),20.0,-20.0,19.968715755772593,-19.968715755772593,-1.558034291767043,10000,4.4346604431800555e-05
principal_diagonals,"Newton (regularizado, Armijo)",20.0,-20.0,-4.745237389196201e-19,4.745502086992218e-19,-3.1148154493098046,9,9.195416470825921e-18
principal_diagonals,Gradiente (Armijo),-20.0,20.0,-19.680313565792343,19.680313565792343,-1.558052778261568,10000,4.6323213445255086e-05
principal_diagonals,Gradiente (α=0.1),-20.0,20.0,-19.968715755772593,19.968715755772593,-1.558034291767043,10000,4.4346604431800555e-05
principal_diagonals,"Newton (regularizado, Armijo)",-20.0,20.0,4.745237389196201e-19,-4.745502086992218e-19,-3.1148154493098046,9,9.195416470825921e-18
principal_diagonals,Gradiente (Armijo),-20.0,-20.0,-19.680313565792343,-19.680313565792343,-1.558052778261568,10000,4.6323213445255086e-05
principal_diagonals,Gradiente (α=0.1),-20.0,-20.0,-19.968715755772593,-19.968715755772593,-1.558034291767043,10000,4.4346604431800555e-05
principal_diagonals,"Newton (regularizado, Armijo)",-20.0,-20.0,4.745237389196201e-19,4.745502086992218e-19,-3.1148154493098046,9,9.195416470825921e-18
alpha_sweep,Gradiente (α=0.05),5.0,-5.0,3.4291081001568005,-3.4291081001568005,-1.5782288299769234,10000,0.008410590113326287
alpha_sweep,Gradiente (α=0.1),5.0,-5.0,1.133367757787958e-11,-1.133367757787958e-11,-3.1148154493098046,6526,2.1962015856742482e-10
alpha_sweep,Gradiente (α=0.2),5.0,-5.0,-0.1299566828534007,0.1299566828534007,-2.917254763527548,10000,1.8378650341229839
alpha_sweep,Gradiente (α=0.5),5.0,-5.0,-0.5331307368131752,0.5331307368131752,-2.0628157373718,10000,0.8291437413690589
alpha_sweep,Gradiente (Armijo),5.0,-5.0,-3.3141137880373824e-09,3.3141137880373824e-09,-3.1148154493098046,10000,6.421977249995422e-08
alpha_sweep,"Newton (regularizado, Armijo)",5.0,-5.0,-1.26430255289545e-18,1.26430255289545e-18,-3.1148154493098046,7,2.4499225889929313e-17
alpha_sweep,Gradiente (α=0.05),10.0,0.0,6.858216200313601,0.0,-0.04164221064404232,10000,0.011894370605827102
alpha_sweep,Gradiente (α=0.1),10.0,0.0,2.266735515575916e-11,0.0,-3.1148154493098046,6526,3.1058980681658186e-10
alpha_sweep,Gradiente (α=0.2),10.0,0.0,-0.2599133657068014,0.0,-2.7196940777452916,10000,2.599133657068015
alpha_sweep,Gradiente (α=0.5),10.0,0.0,-1.0662614736263505,0.0,-1.0108160254337957,10000,1.172586324200893
alpha_sweep,Gradiente (Armijo),10.0,0.0,-6.628227576074765e-09,0.0,-3.1148154493098046,10000,9.082047324194998e-08
alpha_sweep,"Newton (regularizado, Armijo)",10.0,0.0,-2.5283933475540865e-18,0.0,-3.1148154493098046,7,3.464423599387742e-17
random_newton,"Newton (regularizado, Armijo)",54.791209711192664,-12.224312049589543,1.3234889800848443e-23,-1.2407709188295415e-23,-3.1148154493098046,13,2.485760224259115e-22
random_newton,"Newton (regularizado, Armijo)",71.7195839822765,39.47360581187277,7.953898397393151e-13,7.953898465155786e-13,-3.1148154493098046,26,1.5412794502951674e-11
random_newton,"Newton (regularizado, Armijo)",-81.1645304224701,95.12447032735119,-1.2260801911505997e-19,1.2258154933545828e-19,-3.1148154493098046,73,2.3756001459345862e-18
random_newton,"Newton (regularizado, Armijo)",52.22794039807059,57.21286105539076,4.632211430296955e-23,4.632211430296955e-23,-3.1148154493098046,24,8.976142137881311e-22
random_newton,"Newton (regularizado, Armijo)",-74.37727346489083,-9.922812420886572,-1.2176098616780567e-20,-1.2176098616780567e-20,-3.1148154493098046,13,2.3594430762430874e-19
random_newton,"Newton (regularizado, Armijo)",-25.840395153483755,85.35299776972036,-1.7067713887174152e-19,1.7067713887174152e-19,-3.1148154493098046,26,3.307323686003354e-18
random_newton,"Newton (regularizado, Armijo)",28.773024016132922,64.552322654166,-4.994026873083538e-13,-4.99402683920222e-13,-3.1148154493098046,15,9.677255793624541e-12
random_newton,"Newton (regularizado, Armijo)",-11.317160234533773,-54.552255643044624,3.514847155596792e-14,3.614330751735336e-14,-3.1148154493098046,14,6.908012014007008e-13
random_newton,"Newton (regularizado, Armijo)",10.916957403166961,-87.23654877916493,2.0941295166042664e-13,-2.0941295166042664e-13,-3.1148154493098046,19,4.057933123093121e-12
random_newton,"Newton (regularizado, Armijo)",65.52623439851641,26.33287982441297,-1.1811197975068223e-12,-1.1811197975068223e-12,-3.1148154493098046,20,2.2887338680063613e-11
random_newton,"Newton (regularizado, Armijo)",51.61754801707477,-29.094806374026334,-2.957997870489627e-21,2.957997870489627e-21,-3.1148154493098046,15,5.731907908047065e-20
random_newton,"Newton (regularizado, Armijo)",94.13960487898066,78.62422426443953,7.942147339909302e-14,7.942147339909302e-14,-3.1148154493098046,68,1.5390023636820849e-12
random_newton,"Newton (regularizado, Armijo)",55.67669941475236,-61.072258429606485,-3.2311742677852644e-27,3.2311742677852644e-27,-3.1148154493098046,24,6.26125986180337e-26
random_newton,"Newton (regularizado, Armijo)",-6.655799254593163,-91.23924684255425,1.376428539288238e-20,1.376428539288238e-20,-3.1148154493098046,22,2.667196520970447e-19
random_newton,"Newton (regularizado, Armijo)",-69.14210158649044,36.60979064849093,-1.6543612251060553e-23,1.737079286361358e-23,-3.1148154493098046,25,3.286886397555634e-22
random_newton,"Newton (regularizado, Armijo)",48.95243118156344,93.501946486842,9.904544462965414e-14,9.904544462965414e-14,-3.1148154493098046,39,1.9192690197399625e-12
random_newton,"Newton (regularizado, Armijo)",-34.83492837236962,-25.90805879302623,5.169878828456423e-26,5.169878828456423e-26,-3.1148154493098046,15,1.0018015778885392e-24
random_newton,"Newton (regularizado, Armijo)",-6.088837744838415,-62.10572818314286,1.0153278059618891e-18,1.0153807455210925e-18,-3.1148154493098046,15,1.9675190650513774e-17
random_newton,"Newton (regularizado, Armijo)",-74.01569893290568,-4.859014754813245,-4.1359030627651384e-25,-4.1359030627651384e-25,-3.1148154493098046,15,8.014412623108313e-24
random_newton,"Newton (regularizado, Armijo)",-54.61813018982318,33.96279893650208,0.0,0.0,-3.1148154493098046,19,0.0
random_newton,"Newton (regularizado, Armijo)",-12.56961622553385,66.53563921156749,-4.285021441136332e-12,4.285021441136332e-12,-3.1148154493098046,17,8.303369157103221e-11
random_newton,"Newton (regularizado, Armijo)",40.05302040044981,-37.52667172359179,4.069728613760896e-22,-4.069728613760896e-22,-3.1148154493098046,15,7.88618202113858e-21
random_newton,"Newton (regularizado, Armijo)",66.45196027904021,60.952871499360384,0.0,0.0,-3.1148154493098046,29,0.0
random_newton,"Newton (regularizado, Armijo)",-22.504324193965104,-42.33437921395118,3.176638249999643e-19,3.1763735522036263e-19,-3.1148154493098046,14,6.155325361093843e-18
random_newton,"Newton (regularizado, Armijo)",36.49910079499509,-72.04950327813805,0.0,0.0,-3.1148154493098046,23,0.0
random_newton,"Newton (regularizado, Armijo)",-60.018359504978335,-98.5275460497989,-1.6543612251060553e-24,-1.6543612251060553e-24,-3.1148154493098046,53,3.2057650492433254e-23
random_newton,"Newton (regularizado, Armijo)",57.38487550042768,32.970171318406415,-3.213174253849805e-14,-3.213174253849805e-14,-3.1148154493098046,22,6.226380045542873e-13
random_newton,"Newton (regularizado, Armijo)",41.033075725267025,56.14580620439358,1.260673118360419e-13,1.26067310141976e-13,-3.1148154493098046,22,2.4428895774847828e-12
random_newton,"Newton (regularizado, Armijo)",-8.216844892332006,13.748239190578744,-2.186944364750837e-12,2.186944364750837e-12,-3.1148154493098046,9,4.2377865866074324e-11
